url_path,views_total,views_unique
/sarvsav/go-starter-template/pulls,13,1
/sarvsav/go-starter-template,7,4
/sarvsav/go-starter-template/pull/89,2,1
/sarvsav/go-starter-template/pull/93,2,1
/sarvsav/go-starter-template/issues,1,1
/sarvsav/go-starter-template/pull/71,1,1
/sarvsav/go-starter-template/pull/87,1,1
/sarvsav/go-starter-template/pull/88,1,1
/sarvsav/go-starter-template/pull/90,1,1
/sarvsav/go-starter-template/pull/91,1,1
