url_path,views_total,views_unique
/sarvsav/go-starter-template,5,4
/sarvsav/go-starter-template/pulls,3,1
/sarvsav/go-starter-template/issues,1,1
/sarvsav/go-starter-template/pull/50,1,1
/sarvsav/go-starter-template/pull/51,1,1
/sarvsav/go-starter-template/pull/52,1,1
