url_path,views_total,views_unique
/sarvsav/go-starter-template/pulls,2,2
/sarvsav/go-starter-template,1,1
/sarvsav/go-starter-template/blob/435b3b20367560b8c6bb82ecdbddd8df8fdc06a7/MODULE.bazel,1,1
/sarvsav/go-starter-template/issues,1,1
